ID,Name,Age,Gender,Department, Salary ,Years_of_Experience,Region,Satisfaction_Score,Promotion_Status
7862,John,18,Male,Finance,"$112,948.59 ",35,West,1,No
7863,Noah,37,Female,Sales,"$89,670.34 ",2,West,8,No
7864,Anna,31,Male,Sales,"$119,374.26 ",7,North,1,Yes
7865,Mike,57,Female,Marketing,"$96,281.30 ",9,East,6,No
7866,Emma,42,Female,Finance,"$90,102.05 ",22,North,5,No
7867,Noah,42,Male,R&D,"$103,341.29 ",33,South,10,No
7868,Emma,20,Female,Finance,"$45,762.63 ",16,South,7,No
7869,Noah,22,Male,HR,"$115,138.71 ",24,East,6,No
7870,Sophia,55,Male,Marketing,"$44,903.60 ",8,South,10,Yes
7871,Olivia,43,Female,R&D,"$32,310.33 ",30,East,1,No
7872,Noah,57,Female,R&D,"$92,807.12 ",26,West,6,Yes
7873,Liam,55,Female,IT,"$46,613.59 ",35,South,3,Yes
7874,John,55,Female,HR,"$98,287.79 ",17,East,6,Yes
7875,Sophia,21,Female,Finance,"$101,553.51 ",38,North,7,No
7876,Anna,24,Male,IT,"$51,302.93 ",10,South,6,No
7877,Emma,47,Female,Sales,"$37,804.83 ",17,South,9,Yes
7878,Olivia,47,Male,Marketing,"$75,073.89 ",7,East,9,No
7879,Olivia,36,Female,Finance,"$110,119.67 ",2,West,8,No
7880,Noah,56,Male,Sales,"$106,256.20 ",11,East,5,Yes
7881,John,52,Male,R&D,"$40,537.42 ",3,East,10,Yes
7882,Anna,57,Male,Finance,"$116,830.49 ",20,South,3,No
7883,Liam,50,Male,IT,"$53,755.43 ",13,East,4,Yes
7884,Anna,50,Male,HR,"$61,445.21 ",23,North,10,No
7885,John,31,Female,IT,"$43,414.52 ",17,East,8,Yes
7886,Liam,55,Male,Marketing,"$64,002.27 ",29,North,9,No
7887,Anna,27,Female,Marketing,"$87,207.70 ",39,North,8,No
7888,Liam,45,Male,Finance,"$75,547.04 ",32,East,10,No
7889,Noah,31,Female,IT,"$104,478.55 ",35,West,3,Yes
7890,Noah,53,Male,HR,"$87,717.07 ",35,North,7,No
7891,John,55,Male,R&D,"$53,719.00 ",34,North,8,No
7892,John,33,Female,Marketing,"$80,169.42 ",21,North,3,No
7893,Liam,38,Female,HR,"$35,777.20 ",16,West,1,Yes
7894,Mike,45,Male,Sales,"$82,271.15 ",23,East,7,Yes
7895,Sophia,50,Male,Finance,"$65,069.74 ",11,West,3,Yes
7896,Olivia,23,Female,HR,"$38,855.86 ",14,East,1,Yes
7897,Anna,58,Male,Finance,"$57,671.76 ",3,North,7,Yes
7898,Anna,32,Male,Sales,"$110,827.83 ",7,South,7,No
7899,Mike,61,Female,HR,"$82,743.42 ",11,North,4,Yes
7900,Mike,20,Male,HR,"$111,293.84 ",33,East,2,Yes
7901,Mike,60,Male,R&D,"$66,972.36 ",19,West,10,Yes
7902,Emma,64,Female,Sales,"$118,101.77 ",23,North,5,Yes
7903,Emma,52,Male,IT,"$62,401.71 ",23,North,9,No
7904,Liam,31,Female,HR,"$98,112.42 ",29,East,6,No
7905,Emma,19,Female,R&D,"$57,486.28 ",6,East,10,Yes
7906,Noah,46,Male,HR,"$39,539.15 ",39,South,9,No
7907,Noah,21,Male,R&D,"$104,975.09 ",5,North,1,No
7908,John,43,Female,Marketing,"$98,632.34 ",32,North,2,No
7909,Olivia,29,Female,IT,"$103,856.61 ",26,North,6,No
7910,Liam,19,Male,HR,"$56,972.51 ",14,South,3,Yes
7911,Olivia,34,Female,Sales,"$93,329.55 ",18,South,2,No
7912,Anna,52,Male,Finance,"$49,793.06 ",21,North,6,No
7913,Sophia,27,Female,Sales,"$31,018.04 ",25,East,7,No
7914,John,39,Female,IT,"$107,983.99 ",20,West,4,Yes
7915,Anna,58,Female,Marketing,"$77,117.29 ",24,North,10,Yes
7916,Anna,60,Male,Marketing,"$118,528.80 ",3,North,9,Yes
7917,Liam,38,Female,Marketing,"$64,653.21 ",22,North,3,Yes
7918,Mike,32,Female,R&D,"$116,118.57 ",8,East,2,No
7919,Mike,52,Female,Sales,"$85,355.15 ",29,South,5,Yes
7920,Olivia,38,Female,Finance,"$76,098.46 ",7,West,9,No
7921,John,38,Male,Finance,"$57,252.86 ",6,West,1,Yes
7922,Mike,38,Female,R&D,"$104,274.87 ",6,South,6,Yes
7923,Anna,61,Male,HR,"$104,591.53 ",12,North,8,No
7924,Mike,49,Female,R&D,"$67,523.66 ",22,North,7,No
7925,Emma,22,Female,Finance,"$95,456.38 ",26,West,6,No
7926,Mike,56,Male,Finance,"$70,251.41 ",25,West,3,Yes
7927,Anna,26,Male,HR,"$96,569.34 ",19,North,9,Yes
7928,Olivia,35,Female,Sales,"$119,477.11 ",36,East,5,No
7929,Liam,38,Female,Sales,"$53,624.67 ",35,North,1,No
7930,John,25,Female,IT,"$87,064.72 ",13,East,9,Yes
7931,Sophia,61,Male,Sales,"$64,189.02 ",25,North,10,No
7932,Mike,51,Female,Marketing,"$79,353.44 ",32,West,9,Yes
7933,Noah,27,Male,Marketing,"$108,673.26 ",30,North,1,Yes
7934,Noah,58,Female,IT,"$61,281.83 ",21,North,7,Yes
7935,Olivia,41,Male,Finance,"$36,514.95 ",8,South,9,No
7936,Anna,57,Male,IT,"$101,904.35 ",7,North,2,Yes
7937,Sophia,41,Male,HR,"$79,952.24 ",3,North,10,Yes
7938,Sophia,49,Female,IT,"$70,446.09 ",37,North,6,Yes
7939,Emma,50,Female,IT,"$46,499.97 ",3,West,10,Yes
7940,Sophia,55,Male,R&D,"$38,356.75 ",18,North,1,Yes
7941,Noah,61,Male,Marketing,"$55,086.20 ",9,East,3,Yes
7942,Liam,51,Male,HR,"$94,701.38 ",24,East,5,Yes
7943,Anna,28,Female,R&D,"$67,059.38 ",7,North,7,No
7944,Anna,48,Female,HR,"$81,320.48 ",33,West,5,Yes
7945,Mike,35,Female,IT,"$37,384.10 ",25,East,8,Yes
7946,Mike,40,Male,R&D,"$41,091.87 ",34,North,5,Yes
7947,Mike,39,Female,R&D,"$31,017.52 ",38,North,6,No
7948,Noah,60,Female,HR,"$90,595.60 ",21,East,2,No
7949,Noah,35,Female,HR,"$53,800.91 ",38,West,5,Yes
7950,Olivia,57,Male,Sales,"$117,023.39 ",18,West,7,Yes
7951,Noah,64,Female,HR,"$57,761.02 ",39,East,1,No
7952,Noah,58,Female,R&D,"$62,725.62 ",33,North,10,Yes
7953,Noah,64,Female,Finance,"$72,254.08 ",28,West,9,Yes
7954,Noah,56,Female,HR,"$58,722.67 ",25,South,9,Yes
7955,Liam,37,Female,Marketing,"$103,569.89 ",14,North,8,Yes
7956,Noah,30,Male,Sales,"$108,858.61 ",20,West,9,Yes
7957,Olivia,62,Male,Marketing,"$30,993.25 ",39,North,5,No
7958,Sophia,18,Male,Marketing,"$88,919.55 ",20,South,7,Yes
7959,Sophia,21,Male,Finance,"$91,747.95 ",7,East,1,Yes
7960,Emma,41,Female,Sales,"$116,528.24 ",4,South,7,No
7961,Liam,53,Female,IT,"$63,335.93 ",31,North,9,No
7962,Mike,53,Male,R&D,"$47,575.20 ",30,East,3,No
7963,John,62,Male,R&D,"$76,852.30 ",37,South,9,Yes
7964,Noah,19,Male,HR,"$70,280.01 ",21,West,5,No
7965,Emma,45,Female,R&D,"$101,255.83 ",1,South,9,No
7966,John,43,Female,Finance,"$111,357.79 ",3,North,8,No
7967,Olivia,40,Female,R&D,"$37,803.72 ",13,West,7,Yes
7968,Sophia,32,Male,Finance,"$106,192.15 ",7,South,10,Yes
7969,Emma,53,Male,IT,"$111,807.38 ",6,North,6,Yes
7970,Olivia,44,Male,Finance,"$113,172.23 ",6,East,2,Yes
7971,Emma,23,Female,IT,"$98,787.89 ",34,South,7,Yes
7972,Anna,52,Female,IT,"$96,787.43 ",32,East,2,Yes
7973,Olivia,56,Male,IT,"$31,340.71 ",16,West,6,Yes
7974,Sophia,55,Male,Finance,"$112,817.25 ",38,East,6,Yes
7975,Sophia,52,Female,IT,"$61,635.47 ",8,North,9,Yes
7976,Liam,53,Female,Finance,"$33,700.97 ",21,West,10,Yes
7977,Emma,27,Male,Sales,"$67,168.14 ",11,South,4,No
7978,Noah,47,Male,IT,"$95,956.74 ",23,East,9,No
7979,Sophia,58,Female,Finance,"$69,775.97 ",6,West,2,Yes
7980,Emma,55,Male,Finance,"$98,221.00 ",15,West,5,Yes
7981,Liam,46,Male,Finance,"$75,846.85 ",11,South,3,Yes
7982,Noah,60,Female,HR,"$56,948.44 ",27,South,6,No
7983,Olivia,56,Male,HR,"$48,262.11 ",15,South,2,Yes
7984,Liam,21,Female,IT,"$67,899.30 ",38,South,10,No
7985,Anna,22,Male,R&D,"$33,222.31 ",4,East,9,No
7986,Noah,21,Female,Sales,"$68,028.95 ",14,West,4,Yes
7987,Emma,53,Male,R&D,"$36,175.81 ",10,South,7,No
7988,Sophia,62,Male,IT,"$108,930.42 ",29,West,5,Yes
7989,Sophia,33,Male,Marketing,"$81,793.29 ",12,West,8,Yes
7990,Emma,42,Female,Marketing,"$88,143.87 ",20,North,4,No
7991,Emma,31,Male,Sales,"$55,997.76 ",37,North,7,No
7992,Emma,28,Male,Sales,"$50,323.90 ",2,South,5,No
7993,Mike,46,Female,Sales,"$93,711.47 ",20,South,3,No
7994,Noah,51,Male,HR,"$90,440.89 ",12,North,8,Yes
7995,Sophia,39,Female,HR,"$41,041.06 ",38,West,6,No
7996,Noah,31,Female,Marketing,"$51,477.72 ",30,South,4,No
7997,Liam,41,Female,Sales,"$115,191.82 ",18,East,9,Yes
7998,Sophia,56,Male,Finance,"$57,375.97 ",10,South,9,No
7999,Mike,43,Female,R&D,"$32,324.84 ",7,South,2,No
8000,Emma,60,Male,Marketing,"$35,740.38 ",5,East,10,Yes
8001,Anna,53,Female,Sales,"$99,794.53 ",29,South,9,Yes
8002,Emma,56,Male,Finance,"$98,144.01 ",35,West,4,No
8003,Olivia,33,Female,Sales,"$64,364.45 ",39,East,9,No
8004,Emma,55,Female,IT,"$43,788.07 ",12,East,10,Yes
8005,Mike,49,Male,Finance,"$74,829.47 ",10,North,8,No
8006,Noah,23,Female,R&D,"$59,869.98 ",37,West,10,No
8007,Sophia,51,Male,IT,"$63,657.15 ",2,North,3,No
8008,Emma,25,Female,HR,"$53,488.68 ",3,West,10,No
8009,Sophia,47,Male,Marketing,"$35,657.21 ",14,South,7,No
8010,John,44,Female,Sales,"$101,204.33 ",20,North,2,No
8011,Liam,24,Female,Marketing,"$85,639.87 ",4,South,2,No
8012,Noah,44,Male,R&D,"$105,117.16 ",26,South,4,No
8013,Sophia,42,Female,Sales,"$75,288.18 ",15,North,10,Yes
8014,Anna,63,Male,IT,"$118,648.80 ",9,North,7,No
8015,Liam,58,Male,Finance,"$116,627.24 ",3,South,4,Yes
8016,Olivia,32,Female,Finance,"$54,460.51 ",2,South,2,Yes
8017,Olivia,42,Female,Sales,"$64,827.92 ",39,West,2,No
8018,Anna,39,Female,IT,"$97,743.85 ",30,South,5,No
8019,Emma,35,Male,Sales,"$99,894.31 ",37,East,3,Yes
8020,Liam,29,Male,Sales,"$111,962.92 ",17,South,3,No
8021,Sophia,40,Female,Sales,"$88,737.05 ",3,South,1,Yes
8022,Liam,62,Male,Finance,"$72,760.89 ",9,South,3,Yes
8023,Emma,56,Female,R&D,"$63,988.64 ",8,North,4,No
8024,Mike,42,Female,Sales,"$67,726.07 ",9,North,6,No
8025,Noah,27,Female,Finance,"$106,536.46 ",17,East,6,Yes
8026,Anna,47,Male,HR,"$118,200.80 ",24,South,5,No
8027,Emma,27,Male,IT,"$34,671.83 ",8,West,4,No
8028,Mike,51,Female,HR,"$82,222.02 ",14,West,6,Yes
8029,Liam,63,Male,Sales,"$76,804.86 ",16,South,5,No
8030,Liam,30,Female,Finance,"$63,852.80 ",18,South,10,No
8031,Emma,46,Female,IT,"$106,641.88 ",24,South,1,Yes
8032,Sophia,55,Male,Marketing,"$81,816.87 ",39,South,2,No
8033,Liam,58,Female,IT,"$58,180.45 ",27,South,9,No
8034,Sophia,62,Female,IT,"$69,969.36 ",28,North,10,Yes
8035,Sophia,26,Female,Sales,"$62,112.32 ",7,East,4,No
8036,Noah,30,Female,HR,"$68,707.70 ",34,North,6,No
8037,Sophia,54,Female,HR,"$36,413.92 ",27,West,5,Yes
8038,John,31,Male,Marketing,"$40,072.42 ",34,North,2,Yes
8039,Noah,54,Male,Sales,"$86,132.25 ",39,North,1,No
8040,Mike,26,Female,IT,"$91,566.15 ",19,East,1,No
8041,Mike,25,Male,R&D,"$87,295.84 ",6,West,1,No
8042,Liam,56,Female,HR,"$98,676.79 ",30,West,6,Yes
8043,Liam,57,Female,HR,"$114,918.06 ",28,South,10,No
8044,Sophia,20,Female,Finance,"$107,455.65 ",12,East,7,No
8045,Noah,64,Female,IT,"$67,665.86 ",15,North,7,Yes
8046,Noah,57,Male,Sales,"$49,578.88 ",39,North,9,No
8047,John,50,Male,HR,"$58,066.70 ",39,North,3,Yes
8048,Sophia,49,Female,Sales,"$82,896.73 ",15,West,9,Yes
8049,John,24,Male,IT,"$107,058.75 ",36,West,1,No
8050,Olivia,36,Female,IT,"$93,155.17 ",3,North,2,Yes
8051,Sophia,51,Male,HR,"$78,871.18 ",1,West,7,Yes
8052,Anna,31,Female,Marketing,"$84,169.05 ",7,South,2,Yes
8053,Anna,64,Female,Sales,"$77,543.51 ",9,North,10,Yes
8054,Emma,63,Female,Sales,"$117,446.48 ",1,North,4,Yes
8055,Sophia,36,Male,Finance,"$103,448.23 ",5,South,2,No
8056,Noah,43,Male,IT,"$100,314.95 ",36,West,2,Yes
8057,Liam,34,Female,IT,"$76,559.61 ",10,North,1,Yes
8058,Mike,45,Male,HR,"$59,862.85 ",2,South,9,No
8059,Emma,36,Male,HR,"$31,756.27 ",23,East,10,Yes
8060,Liam,44,Male,HR,"$33,908.70 ",39,South,3,No
8061,Anna,36,Male,Finance,"$32,721.41 ",29,North,1,Yes
8062,Sophia,50,Male,Marketing,"$118,242.91 ",19,South,10,No
8063,Emma,24,Male,HR,"$40,303.41 ",38,West,6,No
8064,Sophia,46,Male,HR,"$42,790.70 ",20,North,8,No
8065,Anna,60,Male,R&D,"$73,573.50 ",12,North,7,No
8066,Emma,22,Male,HR,"$73,326.11 ",11,West,7,Yes
8067,Anna,47,Male,Finance,"$112,797.64 ",35,West,2,Yes
8068,John,60,Male,Sales,"$36,617.95 ",7,West,4,Yes
8069,Anna,25,Male,Marketing,"$116,151.52 ",23,East,6,Yes
8070,Noah,59,Male,Sales,"$49,475.12 ",17,North,2,No
8071,Noah,29,Female,R&D,"$117,313.84 ",2,North,5,Yes
8072,Sophia,59,Female,IT,"$78,719.17 ",5,North,5,No
8073,Mike,30,Male,IT,"$88,681.15 ",21,South,3,Yes
8074,Anna,43,Male,HR,"$58,415.59 ",13,North,2,No
8075,Liam,35,Male,R&D,"$85,064.16 ",11,North,7,Yes
8076,Noah,59,Female,Sales,"$93,974.68 ",24,West,8,Yes
8077,Olivia,37,Female,Finance,"$30,933.32 ",33,West,4,Yes
8078,Mike,33,Male,Marketing,"$33,080.56 ",27,West,4,Yes
8079,John,54,Male,Sales,"$118,782.93 ",35,North,9,Yes
8080,Emma,20,Male,R&D,"$71,180.14 ",18,West,4,Yes
8081,Emma,44,Male,R&D,"$114,223.58 ",21,East,10,Yes
8082,Noah,32,Male,Sales,"$95,690.79 ",4,West,3,No
8083,Mike,51,Female,Marketing,"$63,567.15 ",32,East,1,Yes
8084,Noah,62,Male,Sales,"$43,575.78 ",11,South,3,No
8085,Emma,39,Female,Sales,"$118,033.66 ",3,East,5,No
8086,Olivia,57,Male,Marketing,"$82,604.66 ",21,East,2,No
8087,Anna,40,Male,Finance,"$47,312.10 ",14,South,5,No
8088,Mike,21,Female,R&D,"$91,348.77 ",6,East,9,Yes
8089,Sophia,58,Female,Marketing,"$38,284.37 ",29,North,10,No
8090,Anna,40,Male,HR,"$108,123.36 ",31,North,6,No
8091,Anna,64,Female,HR,"$38,112.36 ",28,West,3,No
8092,Anna,26,Male,HR,"$51,257.49 ",36,West,5,No
8093,Sophia,41,Female,HR,"$38,228.77 ",28,West,1,Yes
8094,Olivia,38,Female,IT,"$39,340.85 ",19,West,8,Yes
8095,John,58,Male,Finance,"$77,145.07 ",3,North,9,Yes
8096,Olivia,63,Male,IT,"$91,829.08 ",12,West,5,No
8097,Olivia,33,Female,Sales,"$100,963.36 ",36,East,9,No
8098,Olivia,42,Male,Sales,"$92,554.98 ",24,South,8,Yes
8099,Liam,43,Female,Marketing,"$62,714.08 ",12,East,8,Yes
8100,Noah,62,Female,HR,"$80,155.90 ",24,South,2,No
8101,Emma,26,Male,Marketing,"$113,489.77 ",1,North,5,No
8102,Noah,32,Female,Sales,"$64,881.90 ",28,South,8,No
8103,Mike,56,Male,HR,"$52,716.39 ",16,West,3,No
8104,Olivia,50,Male,R&D,"$76,738.74 ",21,North,1,Yes
8105,John,18,Female,Finance,"$56,760.17 ",30,West,4,No
8106,Mike,22,Male,Sales,"$53,563.53 ",34,East,4,Yes
8107,Noah,26,Female,R&D,"$100,092.30 ",26,East,10,Yes
8108,Emma,61,Female,Marketing,"$110,175.23 ",35,West,4,Yes
8109,Sophia,23,Male,R&D,"$75,208.50 ",31,South,4,No
8110,Noah,45,Male,Marketing,"$100,180.46 ",16,East,9,Yes
8111,Anna,62,Female,Sales,"$46,838.05 ",29,South,1,No
8112,Noah,43,Male,IT,"$79,287.87 ",29,East,9,No
8113,Anna,45,Female,Finance,"$87,257.99 ",9,West,7,No
8114,Sophia,57,Female,R&D,"$74,159.78 ",14,West,5,Yes
8115,Noah,32,Female,R&D,"$40,519.22 ",8,East,2,Yes
8116,John,23,Female,Sales,"$96,069.02 ",2,East,10,Yes
8117,John,44,Female,Sales,"$105,517.04 ",11,South,10,No
8118,Mike,55,Male,Marketing,"$87,170.36 ",2,South,10,Yes
8119,Sophia,21,Female,HR,"$45,224.49 ",18,South,4,Yes
8120,Olivia,28,Female,HR,"$36,709.72 ",5,West,4,No
8121,John,38,Female,HR,"$57,144.35 ",7,East,4,Yes
8122,Noah,47,Female,Marketing,"$33,329.11 ",23,North,2,Yes
8123,Sophia,35,Female,HR,"$105,529.71 ",19,South,8,Yes
8124,Emma,52,Female,Sales,"$93,275.44 ",19,North,4,No
8125,Anna,20,Male,IT,"$80,731.98 ",19,West,9,Yes
8126,Noah,29,Male,IT,"$110,066.93 ",28,South,2,No
8127,Anna,44,Female,IT,"$39,908.41 ",11,South,7,No
8128,Anna,47,Female,HR,"$94,301.38 ",11,North,5,Yes
8129,Olivia,38,Female,IT,"$43,196.90 ",9,North,5,Yes
8130,Sophia,55,Male,R&D,"$35,483.29 ",14,East,7,Yes
8131,Sophia,38,Female,HR,"$41,961.41 ",34,North,4,Yes
8132,Mike,55,Female,R&D,"$115,584.61 ",29,West,3,Yes
8133,Anna,57,Female,Sales,"$69,639.00 ",21,South,9,No
8134,Mike,32,Female,R&D,"$34,409.61 ",5,North,3,Yes
8135,Olivia,35,Female,Sales,"$82,527.12 ",33,West,5,No
8136,Anna,46,Female,Marketing,"$47,974.27 ",9,North,2,Yes
8137,Mike,55,Male,Marketing,"$30,615.28 ",3,North,7,Yes
8138,Mike,38,Female,R&D,"$98,254.72 ",14,North,7,Yes
8139,Emma,34,Female,Finance,"$43,937.68 ",18,East,5,No
8140,Mike,58,Female,Sales,"$114,823.78 ",12,South,8,Yes
8141,Sophia,35,Female,HR,"$83,351.99 ",23,South,9,Yes
8142,Mike,54,Female,Finance,"$37,829.62 ",14,South,4,No
8143,Anna,55,Female,Sales,"$49,604.20 ",16,East,2,Yes
8144,Mike,29,Female,HR,"$84,976.02 ",37,North,2,No
8145,John,28,Female,Sales,"$60,430.15 ",20,South,4,Yes
8146,Liam,37,Female,Sales,"$77,892.87 ",20,South,6,Yes
8147,Anna,26,Male,HR,"$101,956.08 ",15,North,6,Yes
8148,John,18,Male,Sales,"$101,334.14 ",25,South,2,No
8149,Olivia,20,Male,Sales,"$92,818.81 ",17,North,1,Yes
8150,Anna,38,Female,Sales,"$109,744.89 ",12,East,2,No
8151,Sophia,40,Male,Marketing,"$47,942.46 ",39,South,8,Yes
8152,Liam,26,Male,IT,"$45,951.73 ",7,South,5,No
8153,Liam,36,Male,Sales,"$101,941.46 ",8,North,3,No
8154,Sophia,62,Male,HR,"$58,880.04 ",24,West,9,Yes
8155,Liam,63,Female,R&D,"$76,096.42 ",25,East,7,Yes
8156,Sophia,36,Male,Sales,"$96,955.69 ",21,South,8,Yes
8157,John,40,Male,Marketing,"$65,633.91 ",33,North,6,Yes
8158,Olivia,44,Female,Marketing,"$41,714.61 ",10,East,7,Yes
8159,Emma,44,Male,R&D,"$91,151.15 ",22,North,3,No
8160,Anna,56,Female,Sales,"$103,544.34 ",19,West,1,No
8161,Sophia,53,Male,Finance,"$31,151.76 ",29,South,1,No
8162,Anna,29,Male,R&D,"$80,629.69 ",3,West,1,No
8163,Olivia,44,Male,IT,"$72,246.46 ",39,South,7,Yes
8164,John,63,Female,HR,"$53,363.64 ",4,West,2,No
8165,Emma,51,Male,HR,"$44,492.57 ",37,South,6,No
8166,Olivia,50,Male,HR,"$46,923.36 ",31,North,1,Yes
8167,John,45,Female,HR,"$95,247.59 ",6,East,10,No
8168,Liam,48,Male,Marketing,"$78,257.56 ",28,South,8,No
8169,Anna,49,Male,IT,"$118,303.89 ",10,South,5,Yes
8170,Noah,37,Male,Sales,"$51,890.77 ",12,North,9,No
8171,Emma,57,Male,Sales,"$116,121.38 ",2,West,3,No
8172,Liam,52,Male,Finance,"$76,359.86 ",3,South,2,No
8173,Olivia,48,Female,Sales,"$43,142.37 ",1,West,8,Yes
8174,Emma,48,Female,IT,"$43,336.11 ",35,North,5,Yes
8175,Liam,55,Female,Sales,"$84,771.12 ",24,South,1,Yes
8176,John,39,Male,Marketing,"$104,828.05 ",34,East,6,No
8177,Sophia,62,Male,R&D,"$97,294.04 ",20,South,3,No
8178,Anna,58,Male,Sales,"$89,006.46 ",16,North,8,No
8179,Mike,26,Male,HR,"$45,489.73 ",30,West,6,Yes
8180,Mike,26,Male,HR,"$39,750.60 ",39,South,2,No
8181,John,32,Female,R&D,"$30,022.32 ",25,North,6,Yes
8182,Olivia,30,Female,HR,"$39,161.45 ",5,North,3,Yes
8183,Anna,39,Female,HR,"$98,972.99 ",29,North,7,Yes
8184,Olivia,33,Male,Marketing,"$110,572.36 ",37,West,1,No
8185,Anna,49,Female,Marketing,"$51,631.54 ",28,West,1,Yes
8186,John,19,Female,Marketing,"$101,540.48 ",23,East,10,No
8187,Anna,43,Female,Sales,"$47,896.39 ",32,East,4,No
8188,Sophia,31,Female,R&D,"$52,434.45 ",18,South,7,No
8189,Olivia,55,Male,HR,"$50,174.23 ",35,North,4,No
8190,John,51,Male,Finance,"$34,655.69 ",24,East,9,No
8191,Sophia,25,Female,R&D,"$47,465.51 ",28,West,8,No
8192,Anna,53,Female,Finance,"$63,618.90 ",36,North,5,No
8193,John,38,Female,HR,"$66,492.27 ",21,South,1,Yes
8194,Anna,63,Female,IT,"$57,851.98 ",5,North,3,Yes
8195,Olivia,60,Female,R&D,"$76,325.28 ",26,East,8,Yes
8196,John,45,Female,Sales,"$64,019.84 ",23,East,7,No
8197,Anna,63,Female,Finance,"$117,332.82 ",33,North,8,Yes
8198,Olivia,61,Female,R&D,"$102,661.54 ",26,West,1,Yes
8199,Sophia,23,Female,R&D,"$113,787.96 ",22,North,2,Yes
8200,Noah,37,Male,Marketing,"$80,168.43 ",20,North,10,No
8201,Sophia,48,Female,IT,"$91,050.57 ",2,North,7,Yes
8202,Anna,50,Male,Marketing,"$45,000.87 ",18,North,5,Yes
8203,John,61,Male,IT,"$97,750.72 ",5,North,5,No
8204,Mike,24,Female,IT,"$51,237.40 ",32,West,10,No
8205,Sophia,25,Female,Sales,"$43,124.96 ",11,South,9,No
8206,Sophia,26,Male,R&D,"$33,767.34 ",21,South,1,Yes
8207,Olivia,19,Male,Marketing,"$72,500.72 ",22,East,5,No
8208,Liam,34,Female,Marketing,"$55,811.03 ",3,West,7,Yes
8209,Mike,62,Male,Finance,"$118,805.45 ",9,North,5,No
8210,Anna,54,Female,R&D,"$52,485.09 ",2,West,10,No
8211,Noah,59,Female,HR,"$107,988.90 ",28,South,7,Yes
8212,John,61,Male,HR,"$58,479.49 ",34,North,1,Yes
8213,Liam,34,Female,Finance,"$97,421.42 ",10,West,5,No
8214,Anna,55,Male,IT,"$89,385.72 ",19,East,6,No
8215,Emma,52,Female,Finance,"$80,560.52 ",29,South,6,Yes
8216,Noah,64,Female,Finance,"$67,514.24 ",2,North,4,Yes
8217,Sophia,56,Male,Marketing,"$90,399.45 ",6,North,5,No
8218,Emma,47,Male,Finance,"$66,655.05 ",7,North,8,Yes
8219,Sophia,23,Female,IT,"$79,329.02 ",36,North,6,Yes
8220,Sophia,21,Female,HR,"$83,082.16 ",8,North,1,Yes
8221,Emma,54,Male,Sales,"$54,061.97 ",19,North,5,Yes
8222,Noah,52,Female,R&D,"$60,576.28 ",10,West,7,Yes
8223,Olivia,26,Male,Finance,"$31,624.51 ",33,East,8,Yes
8224,Emma,23,Male,R&D,"$106,694.31 ",37,West,4,Yes
8225,Anna,30,Male,Finance,"$98,038.48 ",38,West,2,No
8226,Liam,39,Female,R&D,"$46,517.74 ",27,North,4,No
8227,Liam,45,Male,Marketing,"$62,584.36 ",29,North,6,Yes
8228,Emma,47,Female,Marketing,"$67,896.25 ",19,West,6,Yes
8229,Anna,53,Male,R&D,"$60,094.08 ",18,South,6,Yes
8230,Olivia,19,Female,Finance,"$101,841.85 ",23,North,1,Yes
8231,Liam,53,Female,Finance,"$95,287.86 ",1,North,7,Yes
8232,Anna,25,Male,IT,"$99,044.29 ",3,South,7,Yes
8233,Olivia,62,Male,HR,"$111,371.70 ",10,West,5,No
8234,Anna,59,Male,HR,"$83,563.61 ",7,South,4,Yes
8235,Sophia,26,Female,Sales,"$85,308.09 ",26,North,3,Yes
8236,Liam,18,Female,HR,"$94,974.07 ",16,East,8,Yes
8237,Olivia,30,Female,Sales,"$91,310.93 ",39,South,8,Yes
8238,Liam,32,Male,Marketing,"$108,283.17 ",32,South,3,Yes
8239,Sophia,49,Male,Sales,"$99,317.84 ",12,North,5,Yes
8240,Emma,51,Male,Sales,"$40,841.28 ",8,South,8,Yes
8241,Sophia,60,Male,HR,"$113,552.28 ",8,North,10,Yes
8242,Liam,48,Male,Finance,"$91,478.94 ",11,East,10,Yes
8243,Liam,31,Female,Marketing,"$41,443.13 ",33,East,6,No
8244,Noah,64,Male,IT,"$99,477.64 ",25,West,2,Yes
8245,Olivia,31,Female,Sales,"$62,257.13 ",17,North,1,No
8246,Emma,46,Male,Sales,"$102,538.01 ",31,East,7,Yes
8247,Sophia,64,Male,R&D,"$115,986.53 ",19,North,2,Yes
8248,Olivia,36,Male,Sales,"$52,971.78 ",15,South,10,No
8249,John,44,Male,Finance,"$107,166.99 ",35,South,10,No
8250,Olivia,26,Male,IT,"$99,620.52 ",39,North,4,No
8251,John,54,Female,R&D,"$90,406.64 ",2,North,6,Yes
8252,Emma,54,Male,HR,"$64,642.85 ",34,South,7,Yes
8253,Sophia,60,Female,Marketing,"$39,887.59 ",25,North,7,Yes
8254,Sophia,45,Female,Finance,"$73,550.71 ",38,South,7,Yes
8255,Anna,41,Female,IT,"$39,510.00 ",4,West,4,No
8256,Liam,45,Female,Marketing,"$75,013.25 ",16,West,10,No
8257,Mike,53,Male,HR,"$103,826.39 ",32,West,10,No
8258,Noah,35,Male,Marketing,"$119,787.43 ",15,North,6,No
8259,Olivia,42,Male,R&D,"$47,820.78 ",14,South,3,Yes
